match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1176796,2018/19,2019-03-24,Amini Park,1,0.1,Philippines,Vanuatu,DC Smith,Karweng NG,N Nipiko,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,0.2,Philippines,Vanuatu,Karweng NG,DC Smith,N Nipiko,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,0.3,Philippines,Vanuatu,Karweng NG,DC Smith,N Nipiko,0,0,,,,,,caught,Karweng NG,,
1176796,2018/19,2019-03-24,Amini Park,1,0.4,Philippines,Vanuatu,J Hill,DC Smith,N Nipiko,4,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,0.5,Philippines,Vanuatu,J Hill,DC Smith,N Nipiko,0,0,,,,,,caught,J Hill,,
1176796,2018/19,2019-03-24,Amini Park,1,0.6,Philippines,Vanuatu,DC Smith,R Goodwin,N Nipiko,0,1,1,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,0.7,Philippines,Vanuatu,DC Smith,R Goodwin,N Nipiko,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,1.1,Philippines,Vanuatu,DC Smith,R Goodwin,CC Blake,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,1.2,Philippines,Vanuatu,DC Smith,R Goodwin,CC Blake,4,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,1.3,Philippines,Vanuatu,DC Smith,R Goodwin,CC Blake,4,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,1.4,Philippines,Vanuatu,DC Smith,R Goodwin,CC Blake,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,1.5,Philippines,Vanuatu,R Goodwin,DC Smith,CC Blake,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,1.6,Philippines,Vanuatu,DC Smith,R Goodwin,CC Blake,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,2.1,Philippines,Vanuatu,R Goodwin,DC Smith,JW Chilia,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,2.2,Philippines,Vanuatu,R Goodwin,DC Smith,JW Chilia,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,2.3,Philippines,Vanuatu,DC Smith,R Goodwin,JW Chilia,4,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,2.4,Philippines,Vanuatu,DC Smith,R Goodwin,JW Chilia,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,2.5,Philippines,Vanuatu,DC Smith,R Goodwin,JW Chilia,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,2.6,Philippines,Vanuatu,DC Smith,R Goodwin,JW Chilia,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,3.1,Philippines,Vanuatu,R Goodwin,DC Smith,CC Blake,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,3.2,Philippines,Vanuatu,R Goodwin,DC Smith,CC Blake,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,3.3,Philippines,Vanuatu,R Goodwin,DC Smith,CC Blake,4,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,3.4,Philippines,Vanuatu,R Goodwin,DC Smith,CC Blake,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,3.5,Philippines,Vanuatu,DC Smith,R Goodwin,CC Blake,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,3.6,Philippines,Vanuatu,R Goodwin,DC Smith,CC Blake,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,4.1,Philippines,Vanuatu,DC Smith,R Goodwin,N Nipiko,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,4.2,Philippines,Vanuatu,DC Smith,R Goodwin,N Nipiko,0,1,,,1,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,4.3,Philippines,Vanuatu,R Goodwin,DC Smith,N Nipiko,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,4.4,Philippines,Vanuatu,R Goodwin,DC Smith,N Nipiko,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,4.5,Philippines,Vanuatu,R Goodwin,DC Smith,N Nipiko,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,1,4.6,Philippines,Vanuatu,DC Smith,R Goodwin,N Nipiko,0,0,,,,,,bowled,DC Smith,,
1176796,2018/19,2019-03-24,Amini Park,2,0.1,Vanuatu,Philippines,J Rasu,A Mansale,Surinder Singh,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,0.2,Vanuatu,Philippines,J Rasu,A Mansale,Surinder Singh,0,1,1,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,0.3,Vanuatu,Philippines,J Rasu,A Mansale,Surinder Singh,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,0.4,Vanuatu,Philippines,J Rasu,A Mansale,Surinder Singh,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,0.5,Vanuatu,Philippines,J Rasu,A Mansale,Surinder Singh,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,0.6,Vanuatu,Philippines,J Rasu,A Mansale,Surinder Singh,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,0.7,Vanuatu,Philippines,J Rasu,A Mansale,Surinder Singh,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,1.1,Vanuatu,Philippines,J Rasu,A Mansale,DC Smith,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,1.2,Vanuatu,Philippines,J Rasu,A Mansale,DC Smith,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,1.3,Vanuatu,Philippines,J Rasu,A Mansale,DC Smith,0,1,,,1,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,1.4,Vanuatu,Philippines,A Mansale,J Rasu,DC Smith,0,0,,,,,,caught,A Mansale,,
1176796,2018/19,2019-03-24,Amini Park,2,1.5,Vanuatu,Philippines,J Rasu,N Nipiko,DC Smith,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,1.6,Vanuatu,Philippines,N Nipiko,J Rasu,DC Smith,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,2.1,Vanuatu,Philippines,J Rasu,N Nipiko,R Mahajan,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,2.2,Vanuatu,Philippines,J Rasu,N Nipiko,R Mahajan,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,2.3,Vanuatu,Philippines,J Rasu,N Nipiko,R Mahajan,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,2.4,Vanuatu,Philippines,J Rasu,N Nipiko,R Mahajan,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,2.5,Vanuatu,Philippines,N Nipiko,J Rasu,R Mahajan,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,2.6,Vanuatu,Philippines,J Rasu,N Nipiko,R Mahajan,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,3.1,Vanuatu,Philippines,N Nipiko,J Rasu,DC Smith,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,3.2,Vanuatu,Philippines,N Nipiko,J Rasu,DC Smith,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,3.3,Vanuatu,Philippines,N Nipiko,J Rasu,DC Smith,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,3.4,Vanuatu,Philippines,N Nipiko,J Rasu,DC Smith,0,1,,,,1,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,3.5,Vanuatu,Philippines,J Rasu,N Nipiko,DC Smith,0,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,3.6,Vanuatu,Philippines,J Rasu,N Nipiko,DC Smith,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,4.1,Vanuatu,Philippines,J Rasu,N Nipiko,R Mahajan,4,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,4.2,Vanuatu,Philippines,J Rasu,N Nipiko,R Mahajan,0,0,,,,,,stumped,J Rasu,,
1176796,2018/19,2019-03-24,Amini Park,2,4.3,Vanuatu,Philippines,R Tari,N Nipiko,R Mahajan,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,4.4,Vanuatu,Philippines,R Tari,N Nipiko,R Mahajan,1,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,4.5,Vanuatu,Philippines,N Nipiko,R Tari,R Mahajan,2,0,,,,,,,,,
1176796,2018/19,2019-03-24,Amini Park,2,4.6,Vanuatu,Philippines,N Nipiko,R Tari,R Mahajan,1,0,,,,,,,,,
