match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,0.1,Nigeria,Ireland,D Ajekun,Sulaimon Runsewe,MR Adair,0,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,0.2,Nigeria,Ireland,D Ajekun,Sulaimon Runsewe,MR Adair,0,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,0.3,Nigeria,Ireland,D Ajekun,Sulaimon Runsewe,MR Adair,2,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,0.4,Nigeria,Ireland,D Ajekun,Sulaimon Runsewe,MR Adair,0,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,0.5,Nigeria,Ireland,D Ajekun,Sulaimon Runsewe,MR Adair,0,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,0.6,Nigeria,Ireland,D Ajekun,Sulaimon Runsewe,MR Adair,2,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,1.1,Nigeria,Ireland,Sulaimon Runsewe,D Ajekun,GJ Delany,0,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,1.2,Nigeria,Ireland,Sulaimon Runsewe,D Ajekun,GJ Delany,1,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,1.3,Nigeria,Ireland,D Ajekun,Sulaimon Runsewe,GJ Delany,0,0,,,,,,,,,
1199533,2019/20,2019-10-26,Sheikh Zayed Stadium,1,1.4,Nigeria,Ireland,D Ajekun,Sulaimon Runsewe,GJ Delany,0,0,,,,,,,,,
