match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1140992,2018,2018-06-27,"The Village, Malahide",1,0.1,India,Ireland,RG Sharma,S Dhawan,WB Rankin,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,0.2,India,Ireland,RG Sharma,S Dhawan,WB Rankin,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,0.3,India,Ireland,RG Sharma,S Dhawan,WB Rankin,1,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,0.4,India,Ireland,S Dhawan,RG Sharma,WB Rankin,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,0.5,India,Ireland,S Dhawan,RG Sharma,WB Rankin,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,0.6,India,Ireland,S Dhawan,RG Sharma,WB Rankin,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,1.1,India,Ireland,RG Sharma,S Dhawan,PKD Chase,2,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,1.2,India,Ireland,RG Sharma,S Dhawan,PKD Chase,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,1.3,India,Ireland,RG Sharma,S Dhawan,PKD Chase,0,4,,,,4,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,1.4,India,Ireland,RG Sharma,S Dhawan,PKD Chase,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,1.5,India,Ireland,RG Sharma,S Dhawan,PKD Chase,4,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,1.6,India,Ireland,RG Sharma,S Dhawan,PKD Chase,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,2.1,India,Ireland,S Dhawan,RG Sharma,SR Thompson,0,0,,,,,,,,,
1140992,2018,2018-06-27,"The Village, Malahide",1,2.2,India,Ireland,S Dhawan,RG Sharma,SR Thompson,4,0,,,,,,,,,
