match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.1,Qatar,Bahrain,Zaheer Ibrahim,Kamran Khan (2),Imran Anwar,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.2,Qatar,Bahrain,Zaheer Ibrahim,Kamran Khan (2),Imran Anwar,1,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.3,Qatar,Bahrain,Kamran Khan (2),Zaheer Ibrahim,Imran Anwar,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.4,Qatar,Bahrain,Kamran Khan (2),Zaheer Ibrahim,Imran Anwar,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.5,Qatar,Bahrain,Kamran Khan (2),Zaheer Ibrahim,Imran Anwar,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.6,Qatar,Bahrain,Kamran Khan (2),Zaheer Ibrahim,Imran Anwar,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.1,Qatar,Bahrain,Zaheer Ibrahim,Kamran Khan (2),Imran Butt,0,0,,,,,,lbw,Zaheer Ibrahim,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.2,Qatar,Bahrain,Muhammad Tanveer,Kamran Khan (2),Imran Butt,0,1,1,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.3,Qatar,Bahrain,Muhammad Tanveer,Kamran Khan (2),Imran Butt,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.4,Qatar,Bahrain,Muhammad Tanveer,Kamran Khan (2),Imran Butt,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.5,Qatar,Bahrain,Muhammad Tanveer,Kamran Khan (2),Imran Butt,0,1,1,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.6,Qatar,Bahrain,Muhammad Tanveer,Kamran Khan (2),Imran Butt,0,0,,,,,,caught,Muhammad Tanveer,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.7,Qatar,Bahrain,Kamran Khan (2),I Liyanage,Imran Butt,1,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.8,Qatar,Bahrain,I Liyanage,Kamran Khan (2),Imran Butt,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.1,Qatar,Bahrain,Kamran Khan (2),I Liyanage,Imran Anwar,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.2,Qatar,Bahrain,Kamran Khan (2),I Liyanage,Imran Anwar,0,0,,,,,,,,,
1215161,2019/20,2020-02-25,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.3,Qatar,Bahrain,Kamran Khan (2),I Liyanage,Imran Anwar,0,0,,,,,,,,,
