match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,0.1,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,0.2,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,0.3,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,0.4,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,0.5,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,0.6,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,1.1,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,TG Southee,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,1.2,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,TG Southee,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,1.3,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,TG Southee,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,1.4,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,TG Southee,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,1.5,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,TG Southee,4,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,1.6,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,TG Southee,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,2.1,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,2.2,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,2.3,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,2.4,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,2.5,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,2.6,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,3.1,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,TG Southee,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,3.2,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,TG Southee,4,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,3.3,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,TG Southee,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,3.4,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,TG Southee,2,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,3.5,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,TG Southee,2,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,3.6,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,TG Southee,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,4.1,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,4,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,4.2,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,4.3,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,4.4,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,4.5,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,4.6,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,SHA Rance,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,5.1,Pakistan,New Zealand,Babar Azam,Fakhar Zaman,LH Ferguson,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,5.2,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,LH Ferguson,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,5.3,Pakistan,New Zealand,Fakhar Zaman,Babar Azam,LH Ferguson,0,0,,,,,,caught,Fakhar Zaman,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,5.4,Pakistan,New Zealand,Mohammad Hafeez,Babar Azam,LH Ferguson,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,5.5,Pakistan,New Zealand,Mohammad Hafeez,Babar Azam,LH Ferguson,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,5.6,Pakistan,New Zealand,Mohammad Hafeez,Babar Azam,LH Ferguson,4,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,6.1,Pakistan,New Zealand,Babar Azam,Mohammad Hafeez,C de Grandhomme,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,6.2,Pakistan,New Zealand,Mohammad Hafeez,Babar Azam,C de Grandhomme,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,6.3,Pakistan,New Zealand,Babar Azam,Mohammad Hafeez,C de Grandhomme,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,6.4,Pakistan,New Zealand,Mohammad Hafeez,Babar Azam,C de Grandhomme,0,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,6.5,Pakistan,New Zealand,Mohammad Hafeez,Babar Azam,C de Grandhomme,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,6.6,Pakistan,New Zealand,Babar Azam,Mohammad Hafeez,C de Grandhomme,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,7.1,Pakistan,New Zealand,Babar Azam,Mohammad Hafeez,IS Sodhi,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,7.2,Pakistan,New Zealand,Mohammad Hafeez,Babar Azam,IS Sodhi,1,0,,,,,,,,,
1157377,2018/19,2018-11-04,Dubai International Cricket Stadium,1,7.3,Pakistan,New Zealand,Babar Azam,Mohammad Hafeez,IS Sodhi,2,0,,,,,,,,,
