match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,0.1,India,Sri Lanka,RG Sharma,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,0.2,India,Sri Lanka,RG Sharma,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,0.3,India,Sri Lanka,RG Sharma,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,0.4,India,Sri Lanka,RG Sharma,S Dhawan,PVD Chameera,0,1,1,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,0.5,India,Sri Lanka,RG Sharma,S Dhawan,PVD Chameera,0,0,,,,,,caught,RG Sharma,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,0.6,India,Sri Lanka,S Dhawan,SK Raina,PVD Chameera,1,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,0.7,India,Sri Lanka,SK Raina,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,1.1,India,Sri Lanka,S Dhawan,SK Raina,N Pradeep,1,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,1.2,India,Sri Lanka,SK Raina,S Dhawan,N Pradeep,1,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,1.3,India,Sri Lanka,S Dhawan,SK Raina,N Pradeep,4,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,1.4,India,Sri Lanka,S Dhawan,SK Raina,N Pradeep,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,1.5,India,Sri Lanka,S Dhawan,SK Raina,N Pradeep,1,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,1.6,India,Sri Lanka,SK Raina,S Dhawan,N Pradeep,0,0,,,,,,bowled,SK Raina,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,2.1,India,Sri Lanka,S Dhawan,MK Pandey,PVD Chameera,1,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,2.2,India,Sri Lanka,MK Pandey,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,2.3,India,Sri Lanka,MK Pandey,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,2.4,India,Sri Lanka,MK Pandey,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,2.5,India,Sri Lanka,MK Pandey,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,2.6,India,Sri Lanka,MK Pandey,S Dhawan,PVD Chameera,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,3.1,India,Sri Lanka,S Dhawan,MK Pandey,A Dananjaya,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,3.2,India,Sri Lanka,S Dhawan,MK Pandey,A Dananjaya,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,3.3,India,Sri Lanka,S Dhawan,MK Pandey,A Dananjaya,4,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,3.4,India,Sri Lanka,S Dhawan,MK Pandey,A Dananjaya,0,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,3.5,India,Sri Lanka,S Dhawan,MK Pandey,A Dananjaya,0,1,1,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,3.6,India,Sri Lanka,S Dhawan,MK Pandey,A Dananjaya,2,0,,,,,,,,,
1133817,2017/18,2018-03-06,"R.Premadasa Stadium, Khettarama",1,3.7,India,Sri Lanka,S Dhawan,MK Pandey,A Dananjaya,1,0,,,,,,,,,
